1960-01-01,Rome,Aquatics,Diving,"PHELPS, Brian Eric",Men,10M Platform,Bronze,United Kingdom,GBR,65138232.0,43875.9696143686,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"WEBSTER, Robert David",Men,10M Platform,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"TOBIAN, Gary Milburn",Men,10M Platform,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"MYERS-POPE, Paula Jean",Women,10M Platform,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"BOTELLA MEDINA, Juan",Men,3M Springboard,Bronze,Mexico,MEX,127017224.0,9005.02426497766,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"TOBIAN, Gary Milburn",Men,3M Springboard,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"HALL, Samuel Nesley",Men,3M Springboard,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"FERRIS, Elizabeth Anne E.",Women,3M Springboard,Bronze,United Kingdom,GBR,65138232.0,43875.9696143686,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Diving,"MYERS-POPE, Paula Jean",Women,3M Springboard,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1960-01-01,Rome,Aquatics,Swimming,"BENNETT, Robert Earl",Men,100M Backstroke,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
