1904-01-01,St Louis,Aquatics,Diving,"BRAUNSCHWEIGER, Alfred",Men,10M Platform,Bronze,Germany,GER,81413145.0,41313.3139945434,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Diving,"KEHOE, Frank",Men,10M Platform,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Diving,"SHELDON, George",Men,10M Platform,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Diving,"HOFFMANN, Georg",Men,10M Platform,Silver,Germany,GER,81413145.0,41313.3139945434,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Diving,"GOODWIN, Leo Budd",Men,Plunge For Distance,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Diving,"DICKEY, William Paul",Men,Plunge For Distance,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Diving,"ADAMS, Edgar H.",Men,Plunge For Distance,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1904-01-01,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",Men,100M Backstroke,Bronze,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",Men,100M Backstroke,Bronze,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"BRACK, Walter",Men,100M Backstroke,Gold,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"BRACK, Walter",Men,100M Backstroke,Gold,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"HOFFMANN, Georg",Men,100M Backstroke,Silver,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"HOFFMANN, Georg",Men,100M Backstroke,Silver,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"LEARY, J. Scott",Men,100M Freestyle,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"LEARY, J. Scott",Men,100M Freestyle,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"HALMAY, Zoltan",Men,100M Freestyle,Gold,Hungary,HUN,9844686.0,12363.543459653898,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"HALMAY, Zoltan",Men,100M Freestyle,Gold,Hungary,HUN,9844686.0,12363.543459653898,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,100M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,100M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"GAILEY, Francis",Men,1500M Freestyle,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"GAILEY, Francis",Men,1500M Freestyle,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"RAUSCH, Emil",Men,1500M Freestyle,Gold,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"RAUSCH, Emil",Men,1500M Freestyle,Gold,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"KISS, Geza",Men,1500M Freestyle,Silver,Hungary,HUN,9844686.0,12363.543459653898,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"KISS, Geza",Men,1500M Freestyle,Silver,Hungary,HUN,9844686.0,12363.543459653898,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"RAUSCH, Emil",Men,200M Freestyle,Bronze,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"RAUSCH, Emil",Men,200M Freestyle,Bronze,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,200M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,200M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"GAILEY, Francis",Men,200M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"GAILEY, Francis",Men,200M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"HANDY, Hehry Jamison",Men,400M Breaststroke,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"HANDY, Hehry Jamison",Men,400M Breaststroke,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",Men,400M Breaststroke,Gold,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",Men,400M Breaststroke,Gold,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"BRACK, Walter",Men,400M Breaststroke,Silver,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"BRACK, Walter",Men,400M Breaststroke,Silver,Germany,GER,81413145.0,41313.3139945434,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"WAHLE, Otto",Men,400M Freestyle,Bronze,Austria,AUT,8611088.0,43774.985173612,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"WAHLE, Otto",Men,400M Freestyle,Bronze,Austria,AUT,8611088.0,43774.985173612,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,400M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,400M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"GAILEY, Francis",Men,400M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"GAILEY, Francis",Men,400M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"EVANS, Gwynne",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"EVANS, Gwynne",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"ORTHWEIN, William Robert",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"ORTHWEIN, William Robert",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"REYBURN, Amadee",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"REYBURN, Amadee",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"SCHWARTZ, Marquard",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"SCHWARTZ, Marquard",Men,4X50Y Freestyle Relay,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"DANIELS, Charles",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"GOODWIN, Leo Budd",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"GOODWIN, Leo Budd",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"HANDLEY, Louis De Breda",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"HANDLEY, Louis De Breda",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"RUDDY, Joseph A.",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"RUDDY, Joseph A.",Men,4X50Y Freestyle Relay,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"GOETZ, Hugo",Men,4X50Y Freestyle Relay,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"GOETZ, Hugo",Men,4X50Y Freestyle Relay,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1904-01-01,St Louis,Aquatics,Swimming,"HAMMOND, David",Men,4X50Y Freestyle Relay,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1904-01-01,St Louis,Aquatics,Swimming,"HAMMOND, David",Men,4X50Y Freestyle Relay,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
