1976-01-01,Montreal,Aquatics,Diving,"DIBIASI, Klaus",Men,10M Platform,Gold,Italy,ITA,60802085.0,29957.804315437203,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"LOUGANIS, Gregory",Men,10M Platform,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"WILSON, Deborah Keplar",Women,10M Platform,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",Women,10M Platform,Silver,Sweden,SWE,9798871.0,50579.67364867769,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"BOGGS, Philip George",Men,3M Springboard,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",Men,3M Springboard,Silver,Italy,ITA,60802085.0,29957.804315437203,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"POTTER-MCINGVALE, Cynthia",Women,3M Springboard,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Diving,"CHANDLER, Jennifer Kay",Women,3M Springboard,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.5,3.0,5.0,2.88,8.5,3.0,8.38,4.63,35.0,3.0,5.13,47.0
1976-01-01,Montreal,Aquatics,Swimming,"NABER, John Phillips",Men,100M Backstroke,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"NABER, John Phillips",Men,100M Backstroke,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"ROCCA, Peter Drake",Men,100M Backstroke,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"ROCCA, Peter Drake",Men,100M Backstroke,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"GARAPICK, Nancy Ellen",Women,100M Backstroke,Bronze,Canada,CAN,35851774.0,43248.529909341,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"GARAPICK, Nancy Ellen",Women,100M Backstroke,Bronze,Canada,CAN,35851774.0,43248.529909341,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"HENCKEN, John Frederick",Men,100M Breaststroke,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"HENCKEN, John Frederick",Men,100M Breaststroke,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"WILKIE, David Andrew",Men,100M Breaststroke,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"WILKIE, David Andrew",Men,100M Breaststroke,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"HALL, Gary Wayne",Men,100M Butterfly,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"HALL, Gary Wayne",Men,100M Butterfly,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"VOGEL, Matthew Haynes",Men,100M Butterfly,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"VOGEL, Matthew Haynes",Men,100M Butterfly,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"BOTTOM, Joseph Stuart",Men,100M Butterfly,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"BOTTOM, Joseph Stuart",Men,100M Butterfly,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",Women,100M Butterfly,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",Women,100M Butterfly,Bronze,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"MONTGOMERY, James Paul",Men,100M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"MONTGOMERY, James Paul",Men,100M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"BABASHOFF, Jack, Jr.",Men,100M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"BABASHOFF, Jack, Jr.",Men,100M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"BRIGITHA, Enith",Women,100M Freestyle,Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"BRIGITHA, Enith",Women,100M Freestyle,Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"HOLLAND, Stephen",Men,1500M Freestyle,Bronze,Australia,AUS,23781169.0,56310.9629933721,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"HOLLAND, Stephen",Men,1500M Freestyle,Bronze,Australia,AUS,23781169.0,56310.9629933721,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"GOODELL, Brian Stuart",Men,1500M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"GOODELL, Brian Stuart",Men,1500M Freestyle,Gold,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
1976-01-01,Montreal,Aquatics,Swimming,"HACKETT, Robert William",Men,1500M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,4.63,9.25,5.5,2.88,2.63,4.63,36.0,5.5,5.25,46.875
1976-01-01,Montreal,Aquatics,Swimming,"HACKETT, Robert William",Men,1500M Freestyle,Silver,United States,USA,321418820.0,56115.7184261955,summer,3.63,3.0,3.25,4.13,5.5,2.75,2.5,6.25,45.0,7.88,5.25,44.125
